Date;Open;ClosingPrice;DailyHigh;DailyLow;VolumePcs
14.08.2017;117,15000;117,40000;117,99000;117,15000;13556190
11.08.2017;117,55000;116,93000;117,85000;116,34000;24908370
10.08.2017;118,70000;118,05000;119,40000;118,03000;18203840
09.08.2017;119,40000;118,68000;119,46000;118,02000;20303410
08.08.2017;119,47000;119,67000;119,89000;119,25000;14908830
07.08.2017;119,32000;119,50000;120,38000;118,90000;21811380
04.08.2017;119,30000;119,45000;119,88000;118,68000;17281160
03.08.2017;119,15000;119,58000;119,99000;118,85000;22387790
02.08.2017;118,00000;119,09000;119,09000;117,90000;20798890
01.08.2017;116,82000;117,99000;118,65000;116,82000;29024700
31.07.2017;116,70000;116,10000;118,18000;115,08000;40317370
28.07.2017;118,16000;116,90000;118,18000;115,41000;34585480
27.07.2017;119,11000;118,68000;119,35000;117,83000;25785070
26.07.2017;118,35000;119,00000;119,12000;118,25000;22322480
25.07.2017;119,13000;118,40000;119,70000;117,67000;23692640
24.07.2017;118,53000;119,17000;119,40000;117,92000;22839940
21.07.2017;120,21000;118,95000;120,26000;118,65000;20858610
20.07.2017;120,43000;120,60000;121,27000;119,81000;21833190
19.07.2017;118,48000;120,11000;120,11000;118,11000;43182860
18.07.2017;125,10000;124,49000;125,75000;124,49000;39563600
17.07.2017;125,39000;125,14000;125,70000;124,30000;23844290
14.07.2017;;125,00000;126,32000;125,03000;21567110
13.07.2017;;125,55000;125,85000;;29402240
12.07.2017;;124,87000;125,19000;124,21000;22746970
11.07.2017;;124,78000;124,93000;123,96000;20664140
10.07.2017;;124,25000;124,62000;;27181370
07.07.2017;122,19000;123,00000;123,00000;121,40000;24747890
06.07.2017;122,81000;122,68000;123,65000;121,44000;25182000
05.07.2017;122,95000;122,70000;123,75000;122,32000;26076210
04.07.2017;120,00000;122,73000;123,29000;119,72000;37722830
03.07.2017;119,16000;119,86000;119,93000;118,75000;18244530
30.06.2017;118,86000;118,49000;120,22000;118,18000;22483610
29.06.2017;120,17000;119,16000;120,88000;118,80000;26473500
28.06.2017;118,72000;119,70000;119,70000;118,19000;21203010
27.06.2017;118,36000;119,35000;119,75000;118,02000;18379600
26.06.2017;119,50000;118,67000;119,97000;118,26000;18290680
23.06.2017;119,52000;119,10000;120,09000;118,66000;23310370
22.06.2017;117,78000;119,55000;119,78000;116,86000;31575330
21.06.2017;117,50000;117,97000;118,32000;116,84000;23627700
20.06.2017;117,51000;117,44000;119,00000;116,56000;29974620
19.06.2017;116,00000;117,33000;117,45000;115,79000;21758090
16.06.2017;115,81000;116,02000;117,25000;114,60000;40352310
15.06.2017;115,29000;115,49000;115,75000;111,46000;120746990
14.06.2017;118,18000;115,35000;118,54000;115,10000;47015150
13.06.2017;120,08000;118,15000;120,38000;118,15000;31098720
09.06.2017;119,39000;120,50000;120,50000;118,95000;21304350
08.06.2017;119,15000;119,30000;120,11000;117,82000;27524480
07.06.2017;119,34000;118,92000;121,44000;118,85000;27874070
06.06.2017;119,00000;119,05000;120,24000;118,66000;18204960
05.06.2017;119,57000;119,00000;120,99000;118,55000;24798770
02.06.2017;117,86000;119,69000;119,69000;116,55000;38326830
01.06.2017;120,29000;118,00000;120,98000;117,24000;48654070
31.05.2017;122,21000;120,28000;122,78000;119,40000;55411890
30.05.2017;122,72000;122,10000;122,91000;121,79000;16159700
29.05.2017;122,40000;123,11000;123,83000;122,11000;24491100
26.05.2017;121,48000;122,20000;122,20000;120,54000;22658570
25.05.2017;122,39000;121,61000;122,47000;120,75000;24572020
24.05.2017;123,36000;122,00000;123,67000;120,92000;32263320
23.05.2017;122,60000;123,23000;123,71000;121,96000;34384060
22.05.2017;124,47000;122,52000;124,49000;122,17000;39237650
19.05.2017;127,32000;124,19000;127,40000;124,00000;57694830
18.05.2017;131,37000;126,90000;132,84000;125,85000;80144010
17.05.2017;130,98000;132,07000;132,18000;130,60000;17640940
16.05.2017;131,41000;131,13000;133,07000;130,27000;22535600
15.05.2017;132,79000;131,50000;133,92000;129,28000;46409680
12.05.2017;131,41000;132,50000;132,50000;130,20000;23895330
11.05.2017;134,56000;131,10000;134,75000;130,37000;36624840
10.05.2017;134,98000;134,19000;135,43000;133,51000;23775320
05.05.2017;133,68000;134,41000;134,94000;132,91000;26287190
04.05.2017;135,80000;134,93000;136,41000;134,30000;31968840
03.05.2017;136,46000;135,81000;138,09000;135,10000;33150870
02.05.2017;137,29000;136,52000;138,43000;136,28000;33849840
28.04.2017;136,00000;136,75000;137,77000;135,05000;52898790
27.04.2017;133,35000;133,41000;136,60000;132,22000;99565980
26.04.2017;130,20000;133,43000;134,00000;130,01000;57713060
25.04.2017;128,50000;130,20000;131,75000;127,98000;57536860
24.04.2017;123,56000;128,00000;128,40000;123,38000;66796940
21.04.2017;122,13000;123,00000;123,64000;122,13000;29514120
20.04.2017;121,30000;121,99000;121,99000;120,55000;32985470
19.04.2017;122,74000;121,55000;123,15000;121,25000;28941930
18.04.2017;124,10000;122,22000;124,39000;122,03000;22108400
17.04.2017;123,00000;123,70000;124,03000;122,25000;21674610
14.04.2017;124,29000;122,85000;124,37000;122,63000;14731590
13.04.2017;125,95000;124,54000;125,95000;123,50000;42266220
12.04.2017;127,05000;125,05000;127,45000;124,62000;28978480
11.04.2017;125,98000;126,00000;127,69000;125,50000;32664280
10.04.2017;;126,16000;;125,81000;29853980
07.04.2017;129,50000;128,72000;129,89000;127,84000;27579920
06.04.2017;130,18000;130,50000;130,93000;129,55000;23606630
05.04.2017;128,85000;130,69000;131,25000;128,82000;34545900
04.04.2017;127,50000;128,81000;128,90000;126,80000;26349010
03.04.2017;128,09000;127,21000;128,50000;127,02000;19870230
31.03.2017;128,49000;127,90000;128,64000;126,80000;29060280
30.03.2017;129,15000;128,49000;129,99000;128,20000;28700450
29.03.2017;129,12000;128,81000;129,78000;128,55000;15808600
28.03.2017;129,00000;129,20000;129,60000;128,10000;23674580
27.03.2017;129,41000;128,80000;129,47000;127,41000;28951210
24.03.2017;130,79000;130,05000;131,48000;129,72000;20547890
23.03.2017;131,80000;130,99000;132,94000;130,22000;39623660
22.03.2017;129,05000;131,65000;131,65000;128,90000;36244000
21.03.2017;129,02000;129,30000;130,42000;128,51000;37868660
20.03.2017;129,30000;128,79000;130,13000;128,02000;30333260
17.03.2017;128,19000;128,94000;130,42000;128,01000;42883560
16.03.2017;128,50000;128,05000;129,30000;127,61000;51357870
15.03.2017;129,22000;127,60000;129,69000;127,20000;31019370
14.03.2017;130,00000;128,80000;131,34000;128,32000;39444410
13.03.2017;128,51000;129,93000;130,55000;127,82000;34301020
10.03.2017;129,20000;128,78000;130,88000;127,80000;33659510
09.03.2017;132,05000;129,00000;133,26000;128,81000;53141410
07.03.2017;135,80000;132,89000;135,80000;131,90000;28976030
06.03.2017;134,84000;134,60000;135,97000;134,32000;28047110
03.03.2017;131,15000;134,80000;134,90000;130,64000;39971050
02.03.2017;134,05000;131,30000;135,10000;131,30000;42664710
01.03.2017;133,50000;133,85000;134,99000;133,00000;38131650
28.02.2017;135,70000;134,00000;135,89000;132,00000;98611670
27.02.2017;137,17000;135,07000;137,48000;135,07000;24036150
24.02.2017;136,51000;136,75000;137,20000;135,60000;17165850
22.02.2017;138,66000;136,68000;138,78000;136,05000;27406280
21.02.2017;138,60000;138,35000;139,60000;138,00000;21706790
20.02.2017;138,57000;138,50000;140,13000;137,40000;24730050
17.02.2017;139,27000;138,12000;139,42000;137,23000;32115980
16.02.2017;139,92000;139,16000;140,30000;138,01000;33195280
15.02.2017;140,49000;139,72000;141,50000;138,92000;36931590
14.02.2017;141,25000;140,62000;141,49000;139,85000;20232140
13.02.2017;141,10000;141,20000;142,67000;140,02000;25982140
10.02.2017;142,87000;140,50000;143,14000;140,50000;41132510
09.02.2017;145,35000;142,11000;145,60000;141,57000;52192900
08.02.2017;148,12000;145,20000;148,22000;143,90000;64448030
07.02.2017;148,50000;148,70000;148,70000;147,60000;13853050
06.02.2017;149,40000;148,50000;149,70000;147,63000;22092270
03.02.2017;148,85000;149,35000;150,20000;148,37000;20817240
02.02.2017;149,80000;148,80000;150,45000;148,15000;20525750
01.02.2017;150,00000;149,65000;150,38000;148,32000;20916550
31.01.2017;150,54000;149,80000;151,42000;149,15000;28260880
30.01.2017;153,80000;150,80000;153,90000;150,35000;21533720
27.01.2017;150,40000;154,09000;154,53000;149,91000;37170230
26.01.2017;147,74000;150,49000;151,28000;147,16000;26471140
25.01.2017;150,50000;147,65000;150,87000;147,15000;30645880
24.01.2017;148,25000;150,15000;150,50000;148,25000;22354380
23.01.2017;149,90000;148,10000;149,90000;147,10000;22491250
20.01.2017;150,85000;149,70000;151,20000;147,70000;33241970
19.01.2017;153,30000;150,85000;153,56000;148,23000;41963880
18.01.2017;154,20000;152,86000;154,59000;152,65000;16216270
17.01.2017;155,60000;153,65000;156,50000;153,01000;25918410
16.01.2017;157,99000;155,81000;158,20000;155,58000;16952610
13.01.2017;157,48000;157,95000;158,30000;155,77000;23323000
12.01.2017;158,48000;157,25000;158,48000;155,53000;24140250
11.01.2017;157,50000;157,01000;158,50000;155,81000;20658180
10.01.2017;154,01000;157,97000;158,02000;154,00000;26146750
09.01.2017;154,20000;154,40000;155,50000;153,30000;12955890
06.01.2017;154,15000;154,10000;154,47000;152,05000;12310510
05.01.2017;157,44000;154,00000;158,70000;153,17000;25449570
04.01.2017;156,84000;157,44000;157,44000;155,76000;15503920
03.01.2017;154,46000;157,70000;158,20000;154,12000;24763380
30.12.2016;153,00000;154,55000;154,55000;152,60000;15714590
29.12.2016;150,74000;152,62000;153,29000;149,90000;14812890
28.12.2016;150,74000;151,00000;152,60000;149,60000;17025510
27.12.2016;149,05000;150,38000;151,03000;149,05000;9643110
26.12.2016;149,00000;148,95000;149,86000;148,80000;7017140
23.12.2016;150,28000;149,05000;151,19000;147,22000;24977800
22.12.2016;153,49000;150,27000;153,49000;149,72000;29733560
21.12.2016;155,69000;153,06000;156,73000;153,01000;22599140
20.12.2016;154,51000;155,30000;155,95000;153,76000;28013210
19.12.2016;157,18000;154,60000;157,75000;154,60000;17558190
16.12.2016;158,48000;156,20000;158,88000;156,20000;31710640
15.12.2016;155,77000;158,25000;158,30000;155,77000;52385610
14.12.2016;159,01000;157,20000;160,62000;155,30000;45524980
13.12.2016;158,35000;158,95000;159,20000;157,72000;43179500
12.12.2016;154,15000;158,63000;159,82000;154,03000;83797990
09.12.2016;153,50000;152,99000;153,83000;152,18000;26792910
08.12.2016;152,49000;153,05000;153,70000;151,89000;31381700
07.12.2016;151,56000;151,95000;152,61000;150,92000;23411240
06.12.2016;153,97000;151,50000;154,55000;151,27000;35498600
05.12.2016;152,17000;153,78000;153,99000;152,09000;35074550
02.12.2016;152,81000;152,35000;153,64000;151,80000;27081770
01.12.2016;149,54000;152,81000;153,70000;149,54000;57550290
30.11.2016;148,00000;148,80000;151,12000;147,60000;44343150
29.11.2016;148,83000;147,75000;149,49000;147,34000;21155580
28.11.2016;151,18000;148,94000;151,48000;148,39000;24402370
25.11.2016;150,94000;151,31000;151,60000;149,50000;17903950
24.11.2016;149,53000;151,11000;152,25000;149,35000;26216000
23.11.2016;150,24000;149,49000;150,38000;148,56000;19329900
22.11.2016;150,20000;150,00000;150,83000;149,06000;26583940
21.11.2016;147,60000;149,60000;149,85000;147,60000;26159040
18.11.2016;147,51000;146,96000;148,29000;146,74000;14647970
17.11.2016;145,82000;147,70000;147,78000;145,32000;28348820
16.11.2016;147,07000;145,50000;148,80000;145,14000;40902380
15.11.2016;146,50000;145,90000;148,00000;145,60000;23781420
14.11.2016;148,60000;146,26000;149,67000;145,96000;31655130
11.11.2016;147,40000;147,88000;149,50000;145,79000;45421760
10.11.2016;146,45000;147,40000;151,30000;145,75000;103218440
09.11.2016;138,00000;145,62000;145,62000;137,55000;79384800
08.11.2016;138,86000;139,32000;140,98000;138,81000;20844700
07.11.2016;140,50000;138,50000;140,96000;138,50000;23566970
03.11.2016;140,50000;139,90000;141,30000;139,30000;24879410
02.11.2016;141,49000;140,81000;143,64000;140,03000;43150330
01.11.2016;139,12000;141,98000;142,44000;139,01000;49424650
31.10.2016;136,30000;138,84000;139,44000;136,16000;42989200
28.10.2016;135,00000;135,00000;135,04000;134,40000;9973340
27.10.2016;135,32000;135,04000;135,64000;134,62000;12333740
26.10.2016;135,11000;135,32000;135,70000;134,55000;11935260
25.10.2016;135,25000;135,30000;135,97000;134,88000;15474750
24.10.2016;135,24000;135,05000;136,14000;134,75000;15312220
21.10.2016;135,10000;134,96000;135,35000;133,95000;15520990
20.10.2016;135,79000;134,72000;135,79000;134,70000;12396890
19.10.2016;136,11000;135,49000;136,16000;134,70000;11824310
18.10.2016;136,00000;135,81000;136,46000;135,41000;19038940
17.10.2016;136,10000;135,57000;136,43000;135,30000;14806360
14.10.2016;137,55000;136,20000;137,86000;135,83000;12933780
13.10.2016;137,70000;137,47000;137,88000;136,57000;15129820
12.10.2016;138,52000;138,07000;140,23000;137,55000;31976170
11.10.2016;139,14000;138,98000;139,80000;138,18000;32335640
10.10.2016;136,17000;139,10000;139,50000;135,75000;34397090
07.10.2016;135,89000;136,10000;136,75000;135,20000;20473480
06.10.2016;134,88000;135,90000;136,24000;134,10000;19696440
05.10.2016;136,31000;134,80000;136,32000;134,25000;21501020
04.10.2016;135,50000;136,23000;136,75000;135,05000;19669310
03.10.2016;135,10000;135,37000;136,69000;134,80000;19622730
30.09.2016;135,00000;134,90000;135,95000;134,26000;23734570
29.09.2016;135,40000;135,31000;136,80000;135,00000;23908790
28.09.2016;134,58000;134,09000;134,90000;133,57000;19264280
27.09.2016;135,51000;133,92000;135,58000;133,88000;24102940
26.09.2016;136,39000;135,26000;136,39000;134,80000;25534270
23.09.2016;136,20000;136,70000;137,84000;135,26000;29107680
22.09.2016;136,89000;136,70000;137,05000;135,23000;29027950
21.09.2016;137,21000;136,25000;137,48000;135,50000;15958010
20.09.2016;136,20000;137,00000;137,02000;135,18000;18103450
19.09.2016;136,87000;136,59000;138,15000;136,12000;16821930
16.09.2016;137,70000;136,47000;138,00000;134,73000;28905820
15.09.2016;139,25000;137,60000;139,25000;136,55000;24149280
14.09.2016;138,17000;139,35000;139,57000;137,64000;22830160
13.09.2016;138,76000;138,45000;139,72000;138,00000;16246740
12.09.2016;137,50000;138,93000;139,59000;136,53000;26235340
09.09.2016;140,90000;138,54000;140,90000;138,54000;24777160
08.09.2016;143,66000;141,45000;143,83000;140,77000;29185840
07.09.2016;141,80000;143,08000;143,45000;141,42000;49380140
06.09.2016;136,87000;141,40000;141,40000;136,61000;60304240
05.09.2016;136,28000;136,05000;137,19000;135,76000;23213580
02.09.2016;135,29000;135,55000;136,35000;134,80000;15681030
01.09.2016;135,01000;134,99000;135,87000;134,27000;21063240
31.08.2016;135,55000;134,95000;135,81000;134,00000;30193350
30.08.2016;136,20000;135,59000;136,84000;135,50000;16268490
29.08.2016;135,43000;136,20000;136,20000;134,50000;10447260
26.08.2016;135,20000;136,20000;136,40000;134,32000;20889750
25.08.2016;136,50000;135,42000;136,74000;134,50000;21017260
24.08.2016;137,24000;137,00000;137,43000;136,26000;13517300
23.08.2016;137,30000;137,37000;137,90000;136,76000;14107540
22.08.2016;136,78000;137,80000;137,81000;136,04000;13095310
19.08.2016;138,49000;136,80000;138,78000;136,80000;15219750
18.08.2016;137,50000;138,40000;138,49000;137,33000;19280130
17.08.2016;137,99000;137,68000;137,99000;136,26000;18190650
16.08.2016;138,00000;137,99000;139,37000;137,18000;28998930
15.08.2016;138,04000;138,00000;138,70000;137,37000;20766230
12.08.2016;137,40000;137,83000;138,40000;137,03000;20691860
11.08.2016;137,04000;137,19000;137,49000;136,05000;23170070
10.08.2016;137,39000;137,40000;138,65000;137,00000;21443520
09.08.2016;137,11000;137,34000;138,39000;136,93000;22343320
08.08.2016;136,00000;137,47000;137,50000;135,72000;22224000
05.08.2016;136,60000;135,50000;137,33000;134,65000;23427500
04.08.2016;134,90000;136,70000;136,70000;134,89000;25755030
03.08.2016;134,50000;134,04000;134,90000;133,20000;25417550
02.08.2016;137,00000;134,50000;137,10000;134,20000;26031460
01.08.2016;137,73000;136,93000;138,69000;136,65000;20364090
29.07.2016;139,50000;137,30000;139,64000;136,54000;35665920
28.07.2016;139,05000;139,90000;140,46000;138,61000;24843310
27.07.2016;140,20000;139,50000;140,85000;138,35000;25875420
26.07.2016;140,94000;140,69000;141,11000;139,53000;17813320
25.07.2016;140,60000;140,70000;141,98000;139,90000;17780960
22.07.2016;139,70000;140,60000;141,30000;139,70000;14583890
21.07.2016;140,00000;140,10000;140,95000;139,11000;17372670
20.07.2016;139,48000;139,26000;139,95000;137,82000;23904470
19.07.2016;139,01000;139,48000;140,00000;138,18000;39283560
18.07.2016;147,40000;145,84000;148,25000;145,12000;32925040
15.07.2016;143,95000;147,37000;147,37000;143,70000;39498930
14.07.2016;143,51000;144,20000;144,24000;142,52000;24796100
13.07.2016;142,01000;143,60000;144,14000;141,80000;28019780
12.07.2016;141,60000;142,12000;142,90000;141,38000;30379740
11.07.2016;140,80000;141,40000;141,50000;140,33000;16687140
08.07.2016;139,52000;140,27000;140,90000;138,84000;21914480
07.07.2016;140,31000;140,37000;141,85000;139,75000;23355290
06.07.2016;140,94000;139,99000;141,15000;139,20000;19126440
05.07.2016;141,70000;140,95000;141,80000;139,90000;16935850
04.07.2016;140,75000;141,60000;142,35000;140,09000;19175690
01.07.2016;139,81000;140,05000;140,79000;138,92000;15593930
30.06.2016;140,01000;139,51000;141,89000;139,43000;24651670
29.06.2016;139,60000;140,00000;140,83000;139,20000;17156160
28.06.2016;139,20000;139,24000;140,12000;138,55000;22658400
27.06.2016;141,03000;138,52000;141,74000;138,52000;23927190
24.06.2016;139,81000;141,25000;141,29000;136,87000;46794930
23.06.2016;143,00000;144,20000;144,20000;141,34000;19912990
22.06.2016;143,70000;143,00000;144,20000;142,69000;19383470
21.06.2016;142,98000;143,54000;143,85000;141,20000;22044020
20.06.2016;141,14000;142,97000;143,64000;141,07000;20521080
17.06.2016;140,28000;139,32000;142,25000;139,32000;32467330
16.06.2016;141,00000;139,50000;141,55000;138,40000;30703770
15.06.2016;141,90000;141,57000;142,60000;140,19000;31129560
14.06.2016;142,35000;141,84000;143,13000;140,38000;24082020
10.06.2016;144,70000;142,44000;144,75000;142,44000;22263610
09.06.2016;147,00000;144,98000;147,00000;144,25000;18917400
08.06.2016;148,04000;146,95000;149,14000;145,43000;29358010
07.06.2016;146,43000;147,75000;148,90000;146,00000;25129620
06.06.2016;144,33000;146,40000;147,00000;144,23000;21152730
03.06.2016;144,35000;143,41000;145,43000;142,70000;33546300
02.06.2016;144,86000;144,00000;145,64000;142,85000;23755310
01.06.2016;145,90000;144,70000;146,71000;143,63000;28993730
31.05.2016;149,74000;145,50000;150,29000;145,50000;41566130
30.05.2016;149,97000;149,60000;150,15000;147,76000;14857530
27.05.2016;148,80000;149,88000;149,88000;147,58000;30197220
26.05.2016;147,34000;148,87000;149,88000;146,63000;34524860
25.05.2016;146,90000;146,55000;148,37000;146,34000;31261980
24.05.2016;144,95000;146,35000;146,80000;144,46000;23818470
23.05.2016;145,99000;144,31000;146,47000;143,83000;27115610
20.05.2016;149,37000;146,70000;149,56000;145,64000;40182780
19.05.2016;151,25000;148,33000;155,55000;148,33000;68045200
18.05.2016;153,50000;152,10000;153,50000;151,80000;23076220
17.05.2016;155,10000;153,58000;156,00000;150,60000;65014110
16.05.2016;159,98000;158,07000;162,54000;157,50000;32878210
13.05.2016;159,30000;159,85000;160,18000;157,32000;20352970
12.05.2016;160,95000;159,03000;162,34000;159,03000;26356750
11.05.2016;157,24000;159,45000;160,49000;156,70000;29597260
10.05.2016;158,78000;156,85000;161,15000;156,15000;28797150
06.05.2016;160,70000;159,27000;160,90000;158,55000;26293500
05.05.2016;161,30000;160,50000;163,24000;160,07000;30108940
04.05.2016;166,37000;162,40000;170,43000;158,25000;68632160
29.04.2016;164,60000;168,47000;169,47000;163,42000;71095120
28.04.2016;161,03000;164,75000;164,75000;158,90000;52034560
27.04.2016;163,88000;160,99000;164,80000;159,30000;39136260
26.04.2016;159,82000;163,00000;163,32000;159,31000;34849710
25.04.2016;160,81000;160,30000;161,75000;158,61000;32046440
22.04.2016;162,11000;161,20000;162,45000;158,25000;35869160
21.04.2016;164,76000;161,80000;164,76000;157,61000;64666780
20.04.2016;155,88000;161,95000;162,30000;155,82000;97396080
19.04.2016;146,50000;155,95000;156,14000;146,20000;105794140
18.04.2016;146,00000;146,30000;146,77000;143,28000;42012940
15.04.2016;150,69000;147,99000;150,71000;147,02000;29369920
14.04.2016;153,34000;150,43000;154,90000;149,16000;50122630
13.04.2016;149,10000;153,12000;154,75000;148,88000;59208980
12.04.2016;147,30000;148,90000;149,35000;146,04000;37601070
11.04.2016;145,70000;147,30000;147,50000;145,10000;32151830
08.04.2016;144,22000;145,70000;146,00000;144,10000;23591440
07.04.2016;144,93000;143,89000;145,50000;143,05000;21781240
06.04.2016;144,87000;144,20000;145,50000;144,03000;24087740
05.04.2016;145,10000;144,34000;145,35000;143,57000;23255740
04.04.2016;;146,38000;;145,35000;29017600
01.04.2016;147,02000;147,20000;147,50000;143,93000;36517160
31.03.2016;147,50000;147,75000;148,17000;146,05000;35076790
30.03.2016;145,21000;147,80000;149,09000;144,52000;34382560
29.03.2016;144,75000;144,70000;145,16000;142,86000;24668120
28.03.2016;146,52000;145,10000;147,50000;144,60000;13124070
25.03.2016;146,30000;146,04000;146,89000;145,82000;7642310
24.03.2016;145,20000;145,80000;145,95000;144,49000;24605060
23.03.2016;149,14000;146,00000;149,53000;145,07000;32433570
22.03.2016;149,99000;149,62000;150,64000;147,80000;37412010
21.03.2016;149,57000;149,90000;149,92000;147,75000;40916030
18.03.2016;147,22000;150,65000;150,74000;146,56000;52467360
17.03.2016;145,61000;147,27000;147,40000;145,08000;47202490
16.03.2016;142,99000;144,75000;144,75000;142,72000;23949860
15.03.2016;143,40000;142,54000;144,45000;142,06000;46960220
14.03.2016;144,47000;143,20000;144,71000;141,91000;28152680
11.03.2016;147,01000;144,30000;147,20000;143,60000;36112430
10.03.2016;148,04000;146,94000;148,56000;146,16000;31374500
09.03.2016;149,02000;147,43000;149,93000;146,07000;47120710
07.03.2016;146,86000;150,15000;150,15000;146,64000;28025460
04.03.2016;144,60000;146,16000;146,16000;143,76000;33613690
03.03.2016;140,61000;144,50000;144,50000;140,50000;48742420
02.03.2016;142,60000;140,14000;143,07000;139,75000;27393890
01.03.2016;141,89000;142,00000;142,75000;140,85000;30244550
